image,method,MSE,PSNR,SSIM,Wasserstein,Latent_MSE,diag_mean_purity
person119_bacteria_565.jpeg,dense_angle,106.08984375,27.874065510896028,0.9567117164506349,2.55859375,3.4666738998970245e-33,
person119_bacteria_565.jpeg,iqp,4838.7109375,11.283506825489953,0.5592138551378056,63.640625,0.23297147688350328,0.5068995895636621
person119_bacteria_565.jpeg,amplitude,106.08984375,27.874065510896028,0.9567117164506349,2.55859375,3.851859888774472e-34,
person119_bacteria_565.jpeg,entangled_angle,3352.36328125,12.877292857266587,0.6672288582522193,50.98828125,0.025708659087347666,0.7851036595914652
person119_bacteria_566.jpeg,basis,3036.80078125,13.306640583937225,0.6706328200763633,45.92578125,0.12818568889029894,
person119_bacteria_566.jpeg,angle,285.05859375,23.58146222519708,0.8967497308518422,3.93359375,3.370377402677663e-32,
person119_bacteria_566.jpeg,dense_angle,285.05859375,23.58146222519708,0.8967497308518422,3.93359375,5.488900341503622e-33,
person119_bacteria_566.jpeg,iqp,7474.05859375,9.395238626389382,0.41325172809465804,77.55078125,0.27240448160524916,0.5042402151510053
person119_bacteria_566.jpeg,amplitude,285.05859375,23.58146222519708,0.8967497308518422,3.93359375,0.0,
person119_bacteria_566.jpeg,entangled_angle,5741.109375,10.540845400921775,0.4792553800343063,64.9296875,0.03850833476443526,0.7162274200208395
person119_bacteria_567.jpeg,basis,8800.33203125,8.685813027382665,0.6502938032624545,79.24609375,0.13947590627633455,
person119_bacteria_567.jpeg,angle,327.13671875,22.983510675667755,0.9110566274862465,3.85546875,8.204461563089625e-32,
person119_bacteria_567.jpeg,dense_angle,327.13671875,22.983510675667755,0.9110566274862465,3.85546875,3.851859888774472e-33,
person119_bacteria_567.jpeg,iqp,4758.60546875,11.356006615004507,0.5058680092111151,45.98046875,0.173564824465954,0.5142931270417983
person119_bacteria_567.jpeg,amplitude,327.13671875,22.983510675667755,0.9110566274862465,3.85546875,3.851859888774472e-34,
person119_bacteria_567.jpeg,entangled_angle,3098.640625,13.219091504336335,0.6255010719802476,45.5859375,0.026503843025161587,0.8119641737385038
